base_intent_id,domain,model_name,group_response_count,group_core_sensitivity,group_semantic_sensitivity,group_claim_risk_proxy,group_recommendation_instability,group_token_ceiling_rate
MARK_M18,Marketing,ChatGPT,10,0.39862326389243324,0.1437561115210706,0.8,0.985982813419544,0.7
MARK_M18,Marketing,Claude,10,0.4906997208450405,0.21371310230416837,0.67,0.9968851857134555,0.1
MARK_M18,Marketing,Gemini,10,0.40647928759565877,0.12822915556749584,0.8699999999999999,0.9929764498391951,0.0
MARK_M19,Marketing,ChatGPT,10,0.5372647230006509,0.3152028323924879,0.8550000000000001,0.9986463317272545,0.5
MARK_M19,Marketing,Claude,10,0.6340635824907004,0.41631972725923044,0.585,0.9981839013212421,0.0
MARK_M19,Marketing,Gemini,10,0.5413147064460997,0.31413931315306237,0.725,1.0,0.0
MARK_M20,Marketing,ChatGPT,10,0.3727849626494245,0.13269837632612513,0.725,0.9909413503897788,0.7
MARK_M20,Marketing,Claude,10,0.4730708839207054,0.17817438664742977,0.53,0.9959305693478981,0.1
MARK_M20,Marketing,Gemini,10,0.42692229930724734,0.14127062823154263,0.655,0.9650793650793651,0.0
SPOR_S01,Sports,ChatGPT,10,0.45424124816799766,0.20927457510996264,0.9550000000000001,0.9976851851851851,0.8
SPOR_S01,Sports,Claude,10,0.5188709141358412,0.3257900884422447,0.8,0.9971478174603176,0.0
SPOR_S01,Sports,Gemini,10,0.4989803630066678,0.2441123830185325,0.9400000000000001,0.9930555555555556,0.0
SPOR_S02,Sports,ChatGPT,10,0.5081787237456684,0.2202785757797256,0.53,0.989115871140589,0.6
SPOR_S02,Sports,Claude,10,0.46124980731500315,0.19887912769120125,0.22000000000000003,1.0,0.0
SPOR_S02,Sports,Gemini,10,0.44780193896610915,0.16814542768117774,0.755,0.9516414141414142,0.0
SPOR_S03,Sports,ChatGPT,10,0.451406516598471,0.19262944115579467,0.74,0.9967868806893198,0.5
SPOR_S03,Sports,Claude,10,0.5206293233569746,0.30173497659859627,0.515,0.9976851851851851,0.0
SPOR_S03,Sports,Gemini,10,0.5639512447630166,0.3571477364539118,0.825,1.0,0.0
